split,image,class_id,w_norm,h_norm,w_px,h_px,min_wh_threshold,line
train2,143_3654.jpg,0,0.037109,0.006836,38.0,7.0,0.015,0 0.123047 0.908691 0.037109 0.006836
train2,143_3654.jpg,0,0.030273,0.014648,31.0,15.0,0.015,0 0.146973 0.902832 0.030273 0.014648
train2,143_3672.jpg,0,0.046875,0.003906,48.0,4.0,0.015,0 0.188477 0.906250 0.046875 0.003906
train2,143_3677.jpg,0,0.050781,0.008789,52.0,9.0,0.015,0 0.317383 0.897949 0.050781 0.008789
train2,143_3677.jpg,0,0.034180,0.007812,35.0,8.0,0.015,0 0.261230 0.900391 0.034180 0.007812
train2,143_3677.jpg,0,0.044922,0.013672,46.0,14.0,0.015,0 0.142578 0.904297 0.044922 0.013672
train2,143_3686.jpg,0,0.047852,0.007812,49.0,8.0,0.015,0 0.180176 0.905273 0.047852 0.007812
train2,143_3686.jpg,0,0.038086,0.012695,39.0,13.0,0.015,0 0.097168 0.906738 0.038086 0.012695
train2,143_5724.jpg,0,0.050781,0.011719,52.0,12.0,0.015,0 0.935547 0.909180 0.050781 0.011719
train2,143_5853.jpg,0,0.044922,0.012695,46.0,13.0,0.015,0 0.622070 0.893066 0.044922 0.012695
train2,143_5862.jpg,0,0.035156,0.013672,36.0,14.0,0.015,0 0.654297 0.893555 0.035156 0.013672
train2,143_5893.jpg,0,0.029297,0.000977,30.0,1.0,0.015,0 0.715820 0.901855 0.029297 0.000977
train2,143_5893.jpg,0,0.039062,0.001953,40.0,2.0,0.015,0 0.647461 0.899414 0.039062 0.001953
train2,143_5893.jpg,0,0.041016,0.013672,42.0,14.0,0.015,0 0.603516 0.892578 0.041016 0.013672
train2,143_5937.jpg,0,0.041992,0.014648,43.0,15.0,0.015,0 0.646973 0.893066 0.041992 0.014648
train2,143_5946.jpg,0,0.029297,0.003906,30.0,4.0,0.015,0 0.700195 0.900391 0.029297 0.003906
train2,143_5952.jpg,0,0.034180,0.005859,35.0,6.0,0.015,0 0.680176 0.898438 0.034180 0.005859
train2,155_1354.jpg,0,0.041992,0.001953,43.0,2.0,0.015,0 0.774902 0.897461 0.041992 0.001953
train2,155_1394.jpg,0,0.039062,0.005859,40.0,6.0,0.015,0 0.590820 0.887695 0.039062 0.005859
train2,17_14652.jpg,0,0.051758,0.005859,53.0,6.0,0.015,0 0.603027 0.888672 0.051758 0.005859
train2,184_4812.jpg,0,0.012695,0.050781,13.0,52.0,0.015,0 0.993652 0.884766 0.012695 0.050781
train2,184_7054.jpg,0,0.007812,0.047852,8.0,49.0,0.015,0 0.003906 0.881348 0.007812 0.047852
train2,187_4929.jpg,0,0.010742,0.030273,11.0,31.0,0.015,0 0.994629 0.732910 0.010742 0.030273
train2,187_7179.jpg,0,0.038086,0.010742,39.0,11.0,0.015,0 0.072754 0.906738 0.038086 0.010742
train2,187_7203.jpg,0,0.035156,0.011719,36.0,12.0,0.015,0 0.039062 0.909180 0.035156 0.011719
train2,187_7229.jpg,0,0.007812,0.023438,8.0,24.0,0.015,0 0.003906 0.855469 0.007812 0.023438
train2,187_7229.jpg,0,0.011719,0.033203,12.0,34.0,0.015,0 0.005859 0.889648 0.011719 0.033203
train2,188_1336.jpg,0,0.041992,0.014648,43.0,15.0,0.015,0 0.799316 0.894043 0.041992 0.014648
train2,188_1644.jpg,0,0.052734,0.013672,54.0,14.0,0.015,0 0.320312 0.887695 0.052734 0.013672
train2,188_1785.jpg,0,0.009766,0.032227,10.0,33.0,0.015,0 0.004883 0.806152 0.009766 0.032227
train2,188_746.jpg,0,0.013672,0.040039,14.0,41.0,0.015,0 0.006836 0.168457 0.013672 0.040039
train2,189_1456.jpg,0,0.042969,0.014648,44.0,15.0,0.015,0 0.952148 0.906738 0.042969 0.014648
train2,189_1460.jpg,0,0.042969,0.011719,44.0,12.0,0.015,0 0.946289 0.907227 0.042969 0.011719
train2,189_8615.jpg,0,0.004883,0.021484,5.0,22.0,0.015,0 0.002441 0.194336 0.004883 0.021484
train2,189_8615.jpg,0,0.014648,0.042969,15.0,44.0,0.015,0 0.007324 0.228516 0.014648 0.042969
train2,190_1588.jpg,0,0.062500,0.014648,64.0,15.0,0.015,0 0.285156 0.889160 0.062500 0.014648
train2,190_1731.jpg,0,0.012695,0.042969,13.0,44.0,0.015,0 0.006348 0.847656 0.012695 0.042969
train2,190_1797.jpg,0,0.010742,0.049805,11.0,51.0,0.015,0 0.005371 0.854004 0.010742 0.049805
train2,191_1023.jpg,0,0.046875,0.010742,48.0,11.0,0.015,0 0.841797 0.898926 0.046875 0.010742
train2,191_1103.jpg,0,0.012695,0.034180,13.0,35.0,0.015,0 0.993652 0.898926 0.012695 0.034180
train2,191_2966.jpg,0,0.061523,0.014648,63.0,15.0,0.015,0 0.110840 0.902832 0.061523 0.014648
train2,192_1680.jpg,0,0.036133,0.009766,37.0,10.0,0.015,0 0.544434 0.884766 0.036133 0.009766
train2,192_266.jpg,0,0.014648,0.044922,15.0,46.0,0.015,0 0.007324 0.102539 0.014648 0.044922
train2,192_266.jpg,0,0.005859,0.037109,6.0,38.0,0.015,0 0.002930 0.222656 0.005859 0.037109
train2,192_2711.jpg,0,0.008789,0.040039,9.0,41.0,0.015,0 0.004395 0.894043 0.008789 0.040039
train2,192_2712.jpg,0,0.012695,0.040039,13.0,41.0,0.015,0 0.006348 0.895996 0.012695 0.040039
train2,192_2783.jpg,0,0.052734,0.012695,54.0,13.0,0.015,0 0.150391 0.899902 0.052734 0.012695
train2,192_603.jpg,0,0.007812,0.073242,8.0,75.0,0.015,0 0.996094 0.593262 0.007812 0.073242
train2,192_904.jpg,0,0.013672,0.061523,14.0,63.0,0.015,0 0.993164 0.420410 0.013672 0.061523
train2,192_960.jpg,0,0.012695,0.036133,13.0,37.0,0.015,0 0.993652 0.469238 0.012695 0.036133
train2,193_1129.jpg,0,0.012695,0.046875,13.0,48.0,0.015,0 0.993652 0.097656 0.012695 0.046875
train2,193_1232.jpg,0,0.005859,0.044922,6.0,46.0,0.015,0 0.997070 0.236328 0.005859 0.044922
train2,193_1241.jpg,0,0.008789,0.050781,9.0,52.0,0.015,0 0.995605 0.704102 0.008789 0.050781
train2,193_1273.jpg,0,0.013672,0.055664,14.0,57.0,0.015,0 0.993164 0.729980 0.013672 0.055664
train2,193_1890.jpg,0,0.012695,0.049805,13.0,51.0,0.015,0 0.006348 0.836426 0.012695 0.049805
train2,193_3403.jpg,0,0.058594,0.013672,60.0,14.0,0.015,0 0.835938 0.897461 0.058594 0.013672
train2,194_10021.jpg,0,0.043945,0.009766,45.0,10.0,0.015,0 0.340332 0.888672 0.043945 0.009766
train2,194_1237.jpg,0,0.053711,0.014648,55.0,15.0,0.015,0 0.889160 0.901855 0.053711 0.014648
train2,194_189.jpg,0,0.005859,0.045898,6.0,47.0,0.015,0 0.002930 0.135254 0.005859 0.045898
train2,194_7278.jpg,0,0.012695,0.035156,13.0,36.0,0.015,0 0.006348 0.778320 0.012695 0.035156
train2,194_7459.jpg,0,0.051758,0.010742,53.0,11.0,0.015,0 0.310059 0.890137 0.051758 0.010742
train2,194_8539.jpg,0,0.037109,0.012695,38.0,13.0,0.015,0 0.116211 0.901855 0.037109 0.012695
train2,194_8569.jpg,0,0.023438,0.012695,24.0,13.0,0.015,0 0.050781 0.907715 0.023438 0.012695
train2,194_8607.jpg,0,0.003906,0.021484,4.0,22.0,0.015,0 0.001953 0.886719 0.003906 0.021484
train2,194_8613.jpg,0,0.009766,0.036133,10.0,37.0,0.015,0 0.004883 0.861816 0.009766 0.036133
train2,195_10215.jpg,0,0.044922,0.012695,46.0,13.0,0.015,0 0.607422 0.885254 0.044922 0.012695
train2,195_1057.jpg,0,0.013672,0.055664,14.0,57.0,0.015,0 0.993164 0.357910 0.013672 0.055664
train2,195_1821.jpg,0,0.011719,0.039062,12.0,40.0,0.015,0 0.005859 0.180664 0.011719 0.039062
train2,195_5935.jpg,0,0.011719,0.059570,12.0,61.0,0.015,0 0.994141 0.124512 0.011719 0.059570
train2,195_7574.jpg,0,0.011719,0.041992,12.0,43.0,0.015,0 0.994141 0.532715 0.011719 0.041992
train2,195_7587.jpg,0,0.008789,0.023438,9.0,24.0,0.015,0 0.995605 0.534180 0.008789 0.023438
train2,195_7680.jpg,0,0.007812,0.046875,8.0,48.0,0.015,0 0.996094 0.575195 0.007812 0.046875
train2,195_7753.jpg,0,0.014648,0.053711,15.0,55.0,0.015,0 0.992676 0.223145 0.014648 0.053711
train2,195_7868.jpg,0,0.011719,0.049805,12.0,51.0,0.015,0 0.994141 0.375488 0.011719 0.049805
train2,195_7992.jpg,0,0.009766,0.027344,10.0,28.0,0.015,0 0.995117 0.902344 0.009766 0.027344
train2,195_8001.jpg,0,0.012695,0.025391,13.0,26.0,0.015,0 0.993652 0.903320 0.012695 0.025391
train2,195_8111.jpg,0,0.013672,0.042969,14.0,44.0,0.015,0 0.993164 0.891602 0.013672 0.042969
train2,196_10054.jpg,0,0.041016,0.011719,42.0,12.0,0.015,0 0.553711 0.884766 0.041016 0.011719
train2,196_10065.jpg,0,0.041016,0.007812,42.0,8.0,0.015,0 0.573242 0.886719 0.041016 0.007812
train2,196_10078.jpg,0,0.041016,0.006836,42.0,7.0,0.015,0 0.598633 0.888184 0.041016 0.006836
train2,196_1253.jpg,0,0.012695,0.041016,13.0,42.0,0.015,0 0.993652 0.879883 0.012695 0.041016
train2,196_1732.jpg,0,0.013672,0.035156,14.0,36.0,0.015,0 0.006836 0.178711 0.013672 0.035156
train2,196_1735.jpg,0,0.008789,0.035156,9.0,36.0,0.015,0 0.004395 0.175781 0.008789 0.035156
train2,196_465.jpg,0,0.012695,0.051758,13.0,53.0,0.015,0 0.007324 0.242676 0.012695 0.051758
train2,196_5879.jpg,0,0.010742,0.052734,11.0,54.0,0.015,0 0.994629 0.210938 0.010742 0.052734
train2,196_7494.jpg,0,0.035156,0.008789,36.0,9.0,0.015,0 0.541016 0.885254 0.035156 0.008789
train2,196_7716.jpg,0,0.014648,0.028320,15.0,29.0,0.015,0 0.992676 0.655762 0.014648 0.028320
train2,196_7934.jpg,0,0.011719,0.036133,12.0,37.0,0.015,0 0.994141 0.520996 0.011719 0.036133
train2,196_8275.jpg,0,0.047852,0.009766,49.0,10.0,0.015,0 0.499512 0.884766 0.047852 0.009766
train2,196_8494.jpg,0,0.009766,0.040039,10.0,41.0,0.015,0 0.005859 0.752441 0.009766 0.040039
train2,196_919.jpg,0,0.012695,0.051758,13.0,53.0,0.015,0 0.993652 0.510254 0.012695 0.051758
train2,196_9750.jpg,0,0.008789,0.044922,9.0,46.0,0.015,0 0.005371 0.755859 0.008789 0.044922
train2,197_1784.jpg,0,0.013672,0.047852,14.0,49.0,0.015,0 0.006836 0.149902 0.013672 0.047852
train2,197_5883.jpg,0,0.012695,0.039062,13.0,40.0,0.015,0 0.993652 0.291992 0.012695 0.039062
train2,197_7805.jpg,0,0.012695,0.045898,13.0,47.0,0.015,0 0.993652 0.729980 0.012695 0.045898
train2,197_977.jpg,0,0.010742,0.038086,11.0,39.0,0.015,0 0.994629 0.576660 0.010742 0.038086
train2,198_2559.jpg,0,0.009766,0.038086,10.0,39.0,0.015,0 0.995117 0.710449 0.009766 0.038086
train2,198_3839.jpg,0,0.014648,0.032227,15.0,33.0,0.015,0 0.019043 0.547363 0.014648 0.032227
train2,198_4054.jpg,0,0.035156,0.007812,36.0,8.0,0.015,0 0.611328 0.887695 0.035156 0.007812
train2,199_4446.jpg,0,0.013672,0.040039,14.0,41.0,0.015,0 0.012695 0.681152 0.013672 0.040039
train2,201_10015.jpg,0,0.011719,0.040039,12.0,41.0,0.015,0 0.994141 0.397949 0.011719 0.040039
train2,202_11747.jpg,0,0.014648,0.037109,15.0,38.0,0.015,0 0.992676 0.673828 0.014648 0.037109
train2,202_11770.jpg,0,0.011719,0.041016,12.0,42.0,0.015,0 0.994141 0.700195 0.011719 0.041016
train2,204_10793.jpg,0,0.010742,0.045898,11.0,47.0,0.015,0 0.994629 0.119629 0.010742 0.045898
train2,204_11881.jpg,0,0.010742,0.053711,11.0,55.0,0.015,0 0.994629 0.720215 0.010742 0.053711
train2,205_778.jpg,0,0.013672,0.060547,14.0,62.0,0.015,0 0.006836 0.103516 0.013672 0.060547
train2,206_10799.jpg,0,0.014648,0.038086,15.0,39.0,0.015,0 0.992676 0.098145 0.014648 0.038086
train2,206_811.jpg,0,0.011719,0.053711,12.0,55.0,0.015,0 0.005859 0.100098 0.011719 0.053711
train2,20_5767.jpg,0,0.032227,0.013672,33.0,14.0,0.015,0 0.287598 0.888672 0.032227 0.013672
train2,20_5780.jpg,0,0.038086,0.013672,39.0,14.0,0.015,0 0.430176 0.883789 0.038086 0.013672
train2,212_759.jpg,0,0.012695,0.048828,13.0,50.0,0.015,0 0.006348 0.170898 0.012695 0.048828
train2,212_7789.jpg,0,0.008789,0.044922,9.0,46.0,0.015,0 0.995605 0.365234 0.008789 0.044922
train2,212_8056.jpg,0,0.010742,0.040039,11.0,41.0,0.015,0 0.994629 0.712402 0.010742 0.040039
train2,212_8060.jpg,0,0.013672,0.040039,14.0,41.0,0.015,0 0.993164 0.721191 0.013672 0.040039
train2,213_7257.jpg,0,0.014648,0.047852,15.0,49.0,0.015,0 0.007324 0.221191 0.014648 0.047852
train2,213_8109.jpg,0,0.047852,0.013672,49.0,14.0,0.015,0 0.885254 0.901367 0.047852 0.013672
train2,213_830.jpg,0,0.010742,0.044922,11.0,46.0,0.015,0 0.005371 0.201172 0.010742 0.044922
train2,215_1023.jpg,0,0.009766,0.048828,10.0,50.0,0.015,0 0.995117 0.368164 0.009766 0.048828
train2,215_2811.jpg,0,0.014648,0.034180,15.0,35.0,0.015,0 0.007324 0.862793 0.014648 0.034180
train2,215_2837.jpg,0,0.006836,0.035156,7.0,36.0,0.015,0 0.996582 0.593750 0.006836 0.035156
train2,215_810.jpg,0,0.014648,0.052734,15.0,54.0,0.015,0 0.007324 0.169922 0.014648 0.052734
train2,216_3461.jpg,0,0.032227,0.008789,33.0,9.0,0.015,0 0.068848 0.907715 0.032227 0.008789
train2,216_545.jpg,0,0.013672,0.041016,14.0,42.0,0.015,0 0.993164 0.094727 0.013672 0.041016
train2,225_3233.jpg,0,0.034180,0.010742,35.0,11.0,0.015,0 0.689941 0.889160 0.034180 0.010742
train2,225_4634.jpg,0,0.026367,0.013672,27.0,14.0,0.015,0 0.232910 0.892578 0.026367 0.013672
train2,225_4720.jpg,0,0.034180,0.011719,35.0,12.0,0.015,0 0.704590 0.889648 0.034180 0.011719
train2,225_4800.jpg,0,0.033203,0.013672,34.0,14.0,0.015,0 0.180664 0.896484 0.033203 0.013672
train2,225_5009.jpg,0,0.024414,0.009766,25.0,10.0,0.015,0 0.732910 0.891602 0.024414 0.009766
train2,225_5109.jpg,0,0.025391,0.013672,26.0,14.0,0.015,0 0.152344 0.898438 0.025391 0.013672
train2,225_5827.jpg,0,0.046875,0.014648,48.0,15.0,0.015,0 0.329102 0.887207 0.046875 0.014648
train2,225_7495.jpg,0,0.008789,0.036133,9.0,37.0,0.015,0 0.004395 0.795410 0.008789 0.036133
train2,225_8328.jpg,0,0.012695,0.046875,13.0,48.0,0.015,0 0.009277 0.258789 0.012695 0.046875
train2,228_18639.jpg,0,0.043945,0.013672,45.0,14.0,0.015,0 0.877441 0.900391 0.043945 0.013672
train2,229_12.jpg,0,0.014648,0.033203,15.0,34.0,0.015,0 0.016113 0.619141 0.014648 0.033203
train2,229_126.jpg,0,0.013672,0.028320,14.0,29.0,0.015,0 0.011719 0.704590 0.013672 0.028320
train2,229_1331.jpg,0,0.037109,0.012695,38.0,13.0,0.015,0 0.498047 0.883301 0.037109 0.012695
train2,229_1341.jpg,0,0.038086,0.009766,39.0,10.0,0.015,0 0.555176 0.885742 0.038086 0.009766
train2,229_1348.jpg,0,0.044922,0.009766,46.0,10.0,0.015,0 0.534180 0.884766 0.044922 0.009766
train2,229_1357.jpg,0,0.034180,0.013672,35.0,14.0,0.015,0 0.430176 0.883789 0.034180 0.013672
train2,229_1364.jpg,0,0.047852,0.009766,49.0,10.0,0.015,0 0.503418 0.884766 0.047852 0.009766
train2,229_1370.jpg,0,0.033203,0.013672,34.0,14.0,0.015,0 0.638672 0.885742 0.033203 0.013672
train2,229_1377.jpg,0,0.034180,0.009766,35.0,10.0,0.015,0 0.522949 0.884766 0.034180 0.009766
train2,229_1635.jpg,0,0.031250,0.013672,32.0,14.0,0.015,0 0.596680 0.883789 0.031250 0.013672
train2,229_1646.jpg,0,0.036133,0.011719,37.0,12.0,0.015,0 0.623535 0.885742 0.036133 0.011719
train2,229_1646.jpg,0,0.031250,0.011719,32.0,12.0,0.015,0 0.699219 0.888672 0.031250 0.011719
train2,229_1651.jpg,0,0.026367,0.013672,27.0,14.0,0.015,0 0.745605 0.890625 0.026367 0.013672
train2,229_1657.jpg,0,0.036133,0.010742,37.0,11.0,0.015,0 0.609863 0.886230 0.036133 0.010742
train2,229_1664.jpg,0,0.035156,0.013672,36.0,14.0,0.015,0 0.731445 0.889648 0.035156 0.013672
train2,229_1671.jpg,0,0.028320,0.012695,29.0,13.0,0.015,0 0.705566 0.889160 0.028320 0.012695
train2,229_1682.jpg,0,0.039062,0.009766,40.0,10.0,0.015,0 0.581055 0.885742 0.039062 0.009766
train2,229_2175.jpg,0,0.049805,0.014648,51.0,15.0,0.015,0 0.371582 0.104980 0.049805 0.014648
train2,229_2379.jpg,0,0.035156,0.011719,36.0,12.0,0.015,0 0.462891 0.883789 0.035156 0.011719
train2,229_2389.jpg,0,0.049805,0.014648,51.0,15.0,0.015,0 0.472168 0.882324 0.049805 0.014648
train2,229_2400.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.306152 0.888184 0.022461 0.012695
train2,229_2404.jpg,0,0.037109,0.013672,38.0,14.0,0.015,0 0.443359 0.883789 0.037109 0.013672
train2,229_522.jpg,0,0.011719,0.033203,12.0,34.0,0.015,0 0.994141 0.607422 0.011719 0.033203
train2,229_530.jpg,0,0.006836,0.028320,7.0,29.0,0.015,0 0.996582 0.681152 0.006836 0.028320
train2,229_530.jpg,0,0.010742,0.032227,11.0,33.0,0.015,0 0.994629 0.594238 0.010742 0.032227
train2,229_533.jpg,0,0.008789,0.033203,9.0,34.0,0.015,0 0.995605 0.581055 0.008789 0.033203
train2,229_544.jpg,0,0.012695,0.029297,13.0,30.0,0.015,0 0.993652 0.533203 0.012695 0.029297
train2,229_544.jpg,0,0.008789,0.030273,9.0,31.0,0.015,0 0.995605 0.619629 0.008789 0.030273
train2,229_552.jpg,0,0.012695,0.032227,13.0,33.0,0.015,0 0.993652 0.531738 0.012695 0.032227
train2,229_575.jpg,0,0.011719,0.030273,12.0,31.0,0.015,0 0.994141 0.574707 0.011719 0.030273
train2,229_614.jpg,0,0.014648,0.035156,15.0,36.0,0.015,0 0.992676 0.563477 0.014648 0.035156
train2,229_807.jpg,0,0.009766,0.022461,10.0,23.0,0.015,0 0.995117 0.085449 0.009766 0.022461
train2,230_1165.jpg,0,0.042969,0.009766,44.0,10.0,0.015,0 0.467773 0.884766 0.042969 0.009766
train2,230_1198.jpg,0,0.039062,0.011719,40.0,12.0,0.015,0 0.431641 0.884766 0.039062 0.011719
train2,230_1239.jpg,0,0.041992,0.012695,43.0,13.0,0.015,0 0.604980 0.885254 0.041992 0.012695
train2,230_1239.jpg,0,0.042969,0.012695,44.0,13.0,0.015,0 0.667969 0.887207 0.042969 0.012695
train2,230_1240.jpg,0,0.040039,0.012695,41.0,13.0,0.015,0 0.604004 0.885254 0.040039 0.012695
train2,230_1524.jpg,0,0.013672,0.033203,14.0,34.0,0.015,0 0.993164 0.284180 0.013672 0.033203
train2,230_2100.jpg,0,0.012695,0.033203,13.0,34.0,0.015,0 0.993652 0.310547 0.012695 0.033203
train2,230_2484.jpg,0,0.030273,0.013672,31.0,14.0,0.015,0 0.678223 0.886719 0.030273 0.013672
train2,230_4690.jpg,0,0.009766,0.041016,10.0,42.0,0.015,0 0.004883 0.194336 0.009766 0.041016
train2,231_1322.jpg,0,0.063477,0.012695,65.0,13.0,0.015,0 0.249512 0.893066 0.063477 0.012695
train2,231_1347.jpg,0,0.058594,0.013672,60.0,14.0,0.015,0 0.773438 0.893555 0.058594 0.013672
train2,231_2757.jpg,0,0.011719,0.041016,12.0,42.0,0.015,0 0.005859 0.775391 0.011719 0.041016
train2,231_934.jpg,0,0.014648,0.044922,15.0,46.0,0.015,0 0.009277 0.253906 0.014648 0.044922
train2,232_1121.jpg,0,0.041016,0.014648,42.0,15.0,0.015,0 0.253906 0.891113 0.041016 0.014648
train2,232_1188.jpg,0,0.043945,0.012695,45.0,13.0,0.015,0 0.854004 0.898926 0.043945 0.012695
train2,232_2568.jpg,0,0.041016,0.009766,42.0,10.0,0.015,0 0.317383 0.889648 0.041016 0.009766
train2,232_264.jpg,0,0.014648,0.028320,15.0,29.0,0.015,0 0.016113 0.358887 0.014648 0.028320
train2,232_2751.jpg,0,0.012695,0.037109,13.0,38.0,0.015,0 0.993652 0.479492 0.012695 0.037109
train2,232_3292.jpg,0,0.014648,0.039062,15.0,40.0,0.015,0 0.007324 0.154297 0.014648 0.039062
train2,232_5178.jpg,0,0.038086,0.009766,39.0,10.0,0.015,0 0.281738 0.891602 0.038086 0.009766
train2,234_187.jpg,0,0.014648,0.034180,15.0,35.0,0.015,0 0.013184 0.309082 0.014648 0.034180
train2,234_3686.jpg,0,0.012695,0.046875,13.0,48.0,0.015,0 0.993652 0.794922 0.012695 0.046875
train2,234_4948.jpg,0,0.062500,0.014648,64.0,15.0,0.015,0 0.555664 0.883301 0.062500 0.014648
train2,235_1290.jpg,0,0.041992,0.014648,43.0,15.0,0.015,0 0.845215 0.896973 0.041992 0.014648
train2,235_3744.jpg,0,0.012695,0.051758,13.0,53.0,0.015,0 0.993652 0.468262 0.012695 0.051758
train2,235_3785.jpg,0,0.009766,0.037109,10.0,38.0,0.015,0 0.995117 0.449219 0.009766 0.037109
train2,235_4017.jpg,0,0.013672,0.028320,14.0,29.0,0.015,0 0.993164 0.766113 0.013672 0.028320
train2,235_5079.jpg,0,0.029297,0.012695,30.0,13.0,0.015,0 0.985352 0.909668 0.029297 0.012695
train2,235_6166.jpg,0,0.041016,0.012695,42.0,13.0,0.015,0 0.315430 0.888184 0.041016 0.012695
train2,235_960.jpg,0,0.050781,0.012695,52.0,13.0,0.015,0 0.266602 0.891113 0.050781 0.012695
train2,236_4603.jpg,0,0.012695,0.049805,13.0,51.0,0.015,0 0.993652 0.105957 0.012695 0.049805
train2,238_11874.jpg,0,0.014648,0.065430,15.0,67.0,0.015,0 0.992676 0.724121 0.014648 0.065430
train2,241_12009.jpg,0,0.010742,0.040039,11.0,41.0,0.015,0 0.994629 0.165527 0.010742 0.040039
train2,242_12002.jpg,0,0.014648,0.041016,15.0,42.0,0.015,0 0.992676 0.545898 0.014648 0.041016
train2,244_3566.jpg,0,0.008789,0.050781,9.0,52.0,0.015,0 0.995605 0.467773 0.008789 0.050781
train2,244_4866.jpg,0,0.012695,0.055664,13.0,57.0,0.015,0 0.993652 0.650879 0.012695 0.055664
train2,244_5961.jpg,0,0.048828,0.013672,50.0,14.0,0.015,0 0.323242 0.887695 0.048828 0.013672
train2,244_5973.jpg,0,0.038086,0.014648,39.0,15.0,0.015,0 0.244629 0.891113 0.038086 0.014648
train2,244_6202.jpg,0,0.011719,0.043945,12.0,45.0,0.015,0 0.994141 0.572754 0.011719 0.043945
train2,244_6716.jpg,0,0.043945,0.014648,45.0,15.0,0.015,0 0.817871 0.895020 0.043945 0.014648
train2,245_4862.jpg,0,0.012695,0.057617,13.0,59.0,0.015,0 0.993652 0.656738 0.012695 0.057617
train2,245_6593.jpg,0,0.014648,0.048828,15.0,50.0,0.015,0 0.992676 0.880859 0.014648 0.048828
train2,245_7079.jpg,0,0.008789,0.055664,9.0,57.0,0.015,0 0.004395 0.849121 0.008789 0.055664
train2,245_8283.jpg,0,0.047852,0.010742,49.0,11.0,0.015,0 0.369629 0.887207 0.047852 0.010742
train2,247_1001.jpg,0,0.041992,0.010742,43.0,11.0,0.015,0 0.946777 0.907715 0.041992 0.010742
train2,247_1001.jpg,0,0.046875,0.012695,48.0,13.0,0.015,0 0.846680 0.898926 0.046875 0.012695
train2,247_1312.jpg,0,0.047852,0.009766,49.0,10.0,0.015,0 0.574707 0.885742 0.047852 0.009766
train2,247_1326.jpg,0,0.050781,0.011719,52.0,12.0,0.015,0 0.679688 0.888672 0.050781 0.011719
train2,247_1367.jpg,0,0.043945,0.014648,45.0,15.0,0.015,0 0.611816 0.884277 0.043945 0.014648
train2,247_1398.jpg,0,0.048828,0.011719,50.0,12.0,0.015,0 0.517578 0.883789 0.048828 0.011719
train2,247_1405.jpg,0,0.037109,0.013672,38.0,14.0,0.015,0 0.445312 0.883789 0.037109 0.013672
train2,247_1415.jpg,0,0.045898,0.012695,47.0,13.0,0.015,0 0.821777 0.896973 0.045898 0.012695
train2,247_1435.jpg,0,0.045898,0.014648,47.0,15.0,0.015,0 0.643066 0.885254 0.045898 0.014648
train2,247_1480.jpg,0,0.054688,0.010742,56.0,11.0,0.015,0 0.475586 0.884277 0.054688 0.010742
train2,247_2408.jpg,0,0.041992,0.012695,43.0,13.0,0.015,0 0.395996 0.885254 0.041992 0.012695
train2,247_2445.jpg,0,0.040039,0.010742,41.0,11.0,0.015,0 0.452637 0.885254 0.040039 0.010742
train2,247_2545.jpg,0,0.041016,0.013672,42.0,14.0,0.015,0 0.484375 0.882812 0.041016 0.013672
train2,247_2628.jpg,0,0.039062,0.010742,40.0,11.0,0.015,0 0.566406 0.885254 0.039062 0.010742
train2,247_2647.jpg,0,0.036133,0.007812,37.0,8.0,0.015,0 0.190918 0.898438 0.036133 0.007812
train2,247_2649.jpg,0,0.042969,0.010742,44.0,11.0,0.015,0 0.262695 0.892090 0.042969 0.010742
train2,247_2672.jpg,0,0.047852,0.012695,49.0,13.0,0.015,0 0.357910 0.886230 0.047852 0.012695
train2,247_2931.jpg,0,0.053711,0.014648,55.0,15.0,0.015,0 0.068848 0.905762 0.053711 0.014648
train2,247_2952.jpg,0,0.045898,0.011719,47.0,12.0,0.015,0 0.046387 0.909180 0.045898 0.011719
train2,247_3020.jpg,0,0.041016,0.011719,42.0,12.0,0.015,0 0.287109 0.890625 0.041016 0.011719
train2,247_3023.jpg,0,0.048828,0.007812,50.0,8.0,0.015,0 0.109375 0.905273 0.048828 0.007812
train2,247_3077.jpg,0,0.046875,0.012695,48.0,13.0,0.015,0 0.205078 0.895020 0.046875 0.012695
train2,247_3185.jpg,0,0.013672,0.042969,14.0,44.0,0.015,0 0.006836 0.094727 0.013672 0.042969
train2,247_705.jpg,0,0.010742,0.046875,11.0,48.0,0.015,0 0.994629 0.217773 0.010742 0.046875
train2,247_721.jpg,0,0.007812,0.045898,8.0,47.0,0.015,0 0.996094 0.333496 0.007812 0.045898
train2,247_747.jpg,0,0.014648,0.044922,15.0,46.0,0.015,0 0.992676 0.295898 0.014648 0.044922
train2,247_929.jpg,0,0.045898,0.014648,47.0,15.0,0.015,0 0.732910 0.890137 0.045898 0.014648
train2,247_967.jpg,0,0.040039,0.013672,41.0,14.0,0.015,0 0.886230 0.901367 0.040039 0.013672
train2,248_21326.jpg,0,0.048828,0.011719,50.0,12.0,0.015,0 0.060547 0.916992 0.048828 0.011719
train2,248_21326.jpg,0,0.029297,0.011719,30.0,12.0,0.015,0 0.014648 0.919922 0.029297 0.011719
train2,248_21344.jpg,0,0.040039,0.010742,41.0,11.0,0.015,0 0.065918 0.916504 0.040039 0.010742
train2,248_21349.jpg,0,0.040039,0.014648,41.0,15.0,0.015,0 0.065918 0.914551 0.040039 0.014648
