split,image,class_id,w_norm,h_norm,w_px,h_px,min_wh_threshold,line
train2,252_6385.jpg,0,0.044922,0.010742,46.0,11.0,0.015,0 0.724609 0.901855 0.044922 0.010742
train2,252_6473.jpg,0,0.041016,0.014648,42.0,15.0,0.015,0 0.701172 0.898926 0.041016 0.014648
train2,252_6473.jpg,0,0.041992,0.009766,43.0,10.0,0.015,0 0.613770 0.898438 0.041992 0.009766
train2,252_6505.jpg,0,0.046875,0.012695,48.0,13.0,0.015,0 0.644531 0.897949 0.046875 0.012695
train2,252_6513.jpg,0,0.047852,0.009766,49.0,10.0,0.015,0 0.721191 0.902344 0.047852 0.009766
train2,252_6533.jpg,0,0.011523,0.033691,11.8,34.5,0.015,0 0.994238 0.099854 0.011523 0.033691
train2,252_6535.jpg,0,0.011328,0.037500,11.6,38.4,0.015,0 0.994336 0.098340 0.011328 0.037500
train2,252_6645.jpg,0,0.013867,0.085645,14.2,87.7,0.015,0 0.993066 0.143408 0.013867 0.085645
train2,256_17944.jpg,0,0.009766,0.028320,10.0,29.0,0.015,0 0.995117 0.169434 0.009766 0.028320
train2,256_18004.jpg,0,0.012695,0.031250,13.0,32.0,0.015,0 0.993652 0.139648 0.012695 0.031250
train2,256_18447.jpg,0,0.013672,0.028320,14.0,29.0,0.015,0 0.006836 0.214355 0.013672 0.028320
train2,256_18511.jpg,0,0.010742,0.031250,11.0,32.0,0.015,0 0.005371 0.168945 0.010742 0.031250
train2,28_2044.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.988281 0.323730 0.013672 0.020508
train2,28_2045.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.985352 0.321777 0.013672 0.020508
train2,28_2046.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.983398 0.319824 0.013672 0.020508
train2,28_2047.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.980469 0.317871 0.013672 0.020508
train2,28_2048.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.977539 0.315918 0.013672 0.020508
train2,28_2049.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.975586 0.313965 0.013672 0.020508
train2,28_2050.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.972656 0.311035 0.013672 0.020508
train2,28_2051.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.969727 0.309082 0.013672 0.020508
train2,28_2052.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.966797 0.307129 0.013672 0.020508
train2,28_2053.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.964844 0.305176 0.013672 0.020508
train2,28_2054.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.961914 0.303223 0.013672 0.020508
train2,28_2054.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.992188 0.292480 0.011719 0.010742
train2,28_2055.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.959961 0.301270 0.013672 0.020508
train2,28_2055.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.989258 0.290527 0.011719 0.010742
train2,28_2056.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.957031 0.298340 0.013672 0.020508
train2,28_2056.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.987305 0.288574 0.011719 0.010742
train2,28_2057.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.955078 0.296387 0.013672 0.020508
train2,28_2057.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.984375 0.286621 0.011719 0.010742
train2,28_2058.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.952148 0.294434 0.013672 0.020508
train2,28_2058.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.982422 0.284668 0.011719 0.010742
train2,28_2059.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.950195 0.292480 0.013672 0.020508
train2,28_2059.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.979492 0.283691 0.011719 0.010742
train2,28_2060.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.947266 0.289551 0.013672 0.020508
train2,28_2060.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.976562 0.281738 0.011719 0.010742
train2,28_2061.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.945312 0.287598 0.013672 0.020508
train2,28_2061.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.974609 0.279785 0.011719 0.010742
train2,28_2062.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.942383 0.285645 0.013672 0.020508
train2,28_2062.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.971680 0.277832 0.011719 0.010742
train2,28_2063.jpg,0,0.010547,0.037891,10.8,38.8,0.015,0 0.994727 0.260352 0.010547 0.037891
train2,28_2063.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.940430 0.282715 0.013672 0.020508
train2,28_2063.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.969727 0.275879 0.011719 0.010742
train2,28_2064.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.934570 0.278809 0.013672 0.020508
train2,28_2064.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.966797 0.273926 0.011719 0.010742
train2,28_2064.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.975098 0.292969 0.014648 0.015625
train2,28_2065.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.932617 0.277832 0.013672 0.020508
train2,28_2065.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.964844 0.272949 0.011719 0.010742
train2,28_2065.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.973145 0.291992 0.014648 0.015625
train2,28_2066.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.930664 0.275879 0.013672 0.020508
train2,28_2066.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.962891 0.270996 0.011719 0.010742
train2,28_2066.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.971191 0.290039 0.014648 0.015625
train2,28_2067.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.927734 0.274902 0.013672 0.020508
train2,28_2067.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.959961 0.270020 0.011719 0.010742
train2,28_2067.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.968262 0.289062 0.014648 0.015625
train2,28_2068.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.925781 0.272949 0.013672 0.020508
train2,28_2068.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.958008 0.268066 0.011719 0.010742
train2,28_2068.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.966309 0.287109 0.014648 0.015625
train2,28_2069.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.923828 0.271973 0.013672 0.020508
train2,28_2069.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.956055 0.267090 0.011719 0.010742
train2,28_2069.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.964355 0.286133 0.014648 0.015625
train2,28_2070.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.921875 0.270996 0.013672 0.020508
train2,28_2070.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.954102 0.266113 0.011719 0.010742
train2,28_2070.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.962402 0.285156 0.014648 0.015625
train2,28_2071.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.919922 0.269043 0.013672 0.020508
train2,28_2071.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.952148 0.264160 0.011719 0.010742
train2,28_2071.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.960449 0.283203 0.014648 0.015625
train2,28_2072.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.916992 0.268066 0.013672 0.020508
train2,28_2072.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.949219 0.263184 0.011719 0.010742
train2,28_2072.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.957520 0.282227 0.014648 0.015625
train2,28_2073.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.915039 0.266113 0.013672 0.020508
train2,28_2073.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.947266 0.261230 0.011719 0.010742
train2,28_2073.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.955566 0.280273 0.014648 0.015625
train2,28_2073.jpg,0,0.015625,0.014648,16.0,15.0,0.015,0 0.976562 0.268066 0.015625 0.014648
train2,28_2074.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.913086 0.265137 0.013672 0.020508
train2,28_2074.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.945312 0.260254 0.011719 0.010742
train2,28_2074.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.953613 0.279297 0.014648 0.015625
train2,28_2075.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.911133 0.263184 0.013672 0.020508
train2,28_2075.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.943359 0.258301 0.011719 0.010742
train2,28_2075.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.951660 0.277344 0.014648 0.015625
train2,28_2076.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.908203 0.261230 0.013672 0.020508
train2,28_2076.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.940430 0.256348 0.011719 0.010742
train2,28_2076.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.948730 0.275391 0.014648 0.015625
train2,28_2077.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.906250 0.259277 0.013672 0.020508
train2,28_2077.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.938477 0.254395 0.011719 0.010742
train2,28_2077.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.946777 0.273438 0.014648 0.015625
train2,28_2078.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.935547 0.252441 0.011719 0.010742
train2,28_2078.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.943848 0.271484 0.014648 0.015625
train2,28_2079.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.901367 0.255371 0.013672 0.020508
train2,28_2079.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.933594 0.250488 0.011719 0.010742
train2,28_2079.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.941895 0.269531 0.014648 0.015625
train2,28_2080.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.899414 0.252441 0.013672 0.020508
train2,28_2080.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.931641 0.247559 0.011719 0.010742
train2,28_2080.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.939941 0.266602 0.014648 0.015625
train2,28_2080.jpg,0,0.015625,0.014648,16.0,15.0,0.015,0 0.960938 0.251465 0.015625 0.014648
train2,28_2081.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.896484 0.250488 0.013672 0.020508
train2,28_2081.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.928711 0.245605 0.011719 0.010742
train2,28_2081.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.937012 0.264648 0.014648 0.015625
train2,28_2082.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.894531 0.248535 0.013672 0.020508
train2,28_2082.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.926758 0.243652 0.011719 0.010742
train2,28_2082.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.935059 0.262695 0.014648 0.015625
train2,28_2083.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.891602 0.246582 0.013672 0.020508
train2,28_2083.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.923828 0.241699 0.011719 0.010742
train2,28_2083.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.932129 0.260742 0.014648 0.015625
train2,28_2084.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.886719 0.241699 0.013672 0.020508
train2,28_2084.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.920898 0.238770 0.011719 0.010742
train2,28_2084.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.929199 0.255859 0.014648 0.015625
train2,28_2085.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.884766 0.240723 0.013672 0.020508
train2,28_2085.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.918945 0.237793 0.011719 0.010742
train2,28_2085.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.927246 0.254883 0.014648 0.015625
train2,28_2086.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.916992 0.235840 0.011719 0.010742
train2,28_2086.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.925293 0.252930 0.014648 0.015625
train2,28_2087.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.915039 0.234863 0.011719 0.010742
train2,28_2087.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.923340 0.251953 0.014648 0.015625
train2,28_2088.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.913086 0.232910 0.011719 0.010742
train2,28_2088.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.921387 0.250000 0.014648 0.015625
train2,28_2089.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.876953 0.234863 0.013672 0.020508
train2,28_2089.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.911133 0.231934 0.011719 0.010742
train2,28_2089.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.919434 0.249023 0.014648 0.015625
train2,28_2090.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.875000 0.233887 0.013672 0.020508
train2,28_2090.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.909180 0.230957 0.011719 0.010742
train2,28_2090.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.917480 0.248047 0.014648 0.015625
train2,28_2091.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.873047 0.231934 0.013672 0.020508
train2,28_2091.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.907227 0.229004 0.011719 0.010742
train2,28_2091.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.915527 0.246094 0.014648 0.015625
train2,28_2092.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.871094 0.230957 0.013672 0.020508
train2,28_2092.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.905273 0.228027 0.011719 0.010742
train2,28_2092.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.913574 0.245117 0.014648 0.015625
train2,28_2093.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.869141 0.229004 0.013672 0.020508
train2,28_2093.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.903320 0.226074 0.011719 0.010742
train2,28_2093.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.911621 0.243164 0.014648 0.015625
train2,28_2094.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.867188 0.228027 0.013672 0.020508
train2,28_2094.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.901367 0.225098 0.011719 0.010742
train2,28_2094.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.909668 0.242188 0.014648 0.015625
train2,28_2095.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.864258 0.226074 0.013672 0.020508
train2,28_2095.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.898438 0.223145 0.011719 0.010742
train2,28_2095.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.906738 0.240234 0.014648 0.015625
train2,28_2096.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.861328 0.223145 0.013672 0.020508
train2,28_2096.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.895508 0.220215 0.011719 0.010742
train2,28_2096.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.903809 0.237305 0.014648 0.015625
train2,28_2097.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.858398 0.221191 0.013672 0.020508
train2,28_2097.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.892578 0.218262 0.011719 0.010742
train2,28_2097.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.900879 0.235352 0.014648 0.015625
train2,28_2098.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.855469 0.219238 0.013672 0.020508
train2,28_2098.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.889648 0.216309 0.011719 0.010742
train2,28_2098.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.897949 0.233398 0.014648 0.015625
train2,28_2099.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.852539 0.217285 0.013672 0.020508
train2,28_2099.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.886719 0.214355 0.011719 0.010742
train2,28_2099.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.895020 0.231445 0.014648 0.015625
train2,28_2100.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.848633 0.214355 0.013672 0.020508
train2,28_2100.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.882812 0.211426 0.011719 0.010742
train2,28_2100.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.891113 0.228516 0.014648 0.015625
train2,28_2101.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.845703 0.212402 0.013672 0.020508
train2,28_2101.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.879883 0.209473 0.011719 0.010742
train2,28_2101.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.888184 0.226562 0.014648 0.015625
train2,28_2102.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.842773 0.210449 0.013672 0.020508
train2,28_2102.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.876953 0.207520 0.011719 0.010742
train2,28_2102.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.885254 0.224609 0.014648 0.015625
train2,28_2103.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.839844 0.207520 0.013672 0.020508
train2,28_2103.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.874023 0.204590 0.011719 0.010742
train2,28_2103.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.882324 0.221680 0.014648 0.015625
train2,28_2104.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.836914 0.205566 0.013672 0.020508
train2,28_2104.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.871094 0.202637 0.011719 0.010742
train2,28_2104.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.879395 0.219727 0.014648 0.015625
train2,28_2105.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.834961 0.203613 0.013672 0.020508
train2,28_2105.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.869141 0.200684 0.011719 0.010742
train2,28_2105.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.877441 0.217773 0.014648 0.015625
train2,28_2106.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.832031 0.202637 0.013672 0.020508
train2,28_2106.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.866211 0.199707 0.011719 0.010742
train2,28_2106.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.874512 0.216797 0.014648 0.015625
train2,28_2107.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.830078 0.200684 0.013672 0.020508
train2,28_2107.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.864258 0.197754 0.011719 0.010742
train2,28_2107.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.872559 0.214844 0.014648 0.015625
train2,28_2108.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.827148 0.199707 0.013672 0.020508
train2,28_2108.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.861328 0.196777 0.011719 0.010742
train2,28_2108.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.869629 0.213867 0.014648 0.015625
train2,28_2109.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.825195 0.197754 0.013672 0.020508
train2,28_2109.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.859375 0.194824 0.011719 0.010742
train2,28_2109.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.867676 0.211914 0.014648 0.015625
train2,28_2110.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.822266 0.195801 0.013672 0.020508
train2,28_2110.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.856445 0.192871 0.011719 0.010742
train2,28_2110.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.864746 0.209961 0.014648 0.015625
train2,28_2111.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.820312 0.194824 0.013672 0.020508
train2,28_2111.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.854492 0.191895 0.011719 0.010742
train2,28_2111.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.862793 0.208984 0.014648 0.015625
train2,28_2112.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.817383 0.192871 0.013672 0.020508
train2,28_2112.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.851562 0.189941 0.011719 0.010742
train2,28_2112.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.859863 0.207031 0.014648 0.015625
train2,28_2113.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.815430 0.191895 0.013672 0.020508
train2,28_2113.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.849609 0.188965 0.011719 0.010742
train2,28_2113.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.857910 0.206055 0.014648 0.015625
train2,28_2114.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.816406 0.192871 0.013672 0.020508
train2,28_2114.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.840820 0.187988 0.011719 0.010742
train2,28_2114.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.858887 0.207031 0.014648 0.015625
train2,28_2120.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.802734 0.183105 0.013672 0.020508
train2,28_3806.jpg,0,0.012695,0.041992,13.0,43.0,0.015,0 0.993652 0.378418 0.012695 0.041992
train2,295_18123.jpg,0,0.009766,0.041992,10.0,43.0,0.015,0 0.004883 0.220215 0.009766 0.041992
train2,29_3712.jpg,0,0.014648,0.031250,15.0,32.0,0.015,0 0.992676 0.155273 0.014648 0.031250
train2,29_3851.jpg,0,0.014648,0.034180,15.0,35.0,0.015,0 0.992676 0.372559 0.014648 0.034180
train2,301_2751.jpg,0,0.008789,0.031250,9.0,32.0,0.015,0 0.995605 0.469727 0.008789 0.031250
train2,31_2005.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.978516 0.330566 0.015625 0.012695
train2,31_2007.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.974609 0.327637 0.015625 0.012695
train2,31_2008.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.972656 0.326660 0.015625 0.012695
train2,31_2009.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.970703 0.324707 0.015625 0.012695
train2,31_2010.jpg,0,0.013379,0.031250,13.7,32.0,0.015,0 0.993311 0.337695 0.013379 0.031250
train2,31_2010.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.968750 0.323730 0.015625 0.012695
train2,31_2011.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.965820 0.322754 0.015625 0.012695
train2,31_2025.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.933594 0.299316 0.015625 0.012695
train2,31_2025.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.992676 0.301270 0.014648 0.018555
train2,31_2026.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.931641 0.297363 0.015625 0.012695
train2,31_2027.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.930664 0.296387 0.015625 0.012695
train2,31_2028.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.928711 0.294434 0.015625 0.012695
train2,31_2029.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.926758 0.293457 0.015625 0.012695
train2,31_2030.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.925781 0.291504 0.015625 0.012695
train2,31_2031.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.923828 0.289551 0.015625 0.012695
train2,31_2032.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.921875 0.288574 0.015625 0.012695
train2,31_2033.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.919922 0.286621 0.015625 0.012695
train2,31_2034.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.918945 0.285645 0.015625 0.012695
train2,31_2035.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.916992 0.283691 0.015625 0.012695
train2,31_2036.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.915039 0.281738 0.015625 0.012695
train2,31_2037.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.912109 0.280762 0.015625 0.012695
train2,31_2038.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.910156 0.278809 0.015625 0.012695
train2,31_2039.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.907227 0.276855 0.015625 0.012695
train2,31_2040.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.905273 0.275879 0.015625 0.012695
train2,31_2041.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.903320 0.273926 0.015625 0.012695
train2,31_2042.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.900391 0.271973 0.015625 0.012695
train2,31_2043.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.898438 0.270020 0.015625 0.012695
train2,31_2044.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.895508 0.269043 0.015625 0.012695
train2,31_2045.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.893555 0.267090 0.015625 0.012695
train2,31_2046.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.891602 0.265137 0.015625 0.012695
train2,31_2047.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.888672 0.263184 0.015625 0.012695
train2,31_2048.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.886719 0.262207 0.015625 0.012695
train2,31_2049.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.883789 0.260254 0.015625 0.012695
train2,31_2050.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.881836 0.258301 0.015625 0.012695
train2,31_2051.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.878906 0.256348 0.015625 0.012695
train2,31_2052.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.876953 0.254395 0.015625 0.012695
train2,31_2053.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.874023 0.253418 0.015625 0.012695
train2,31_2054.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.872070 0.252441 0.015625 0.012695
train2,31_2056.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.867188 0.248535 0.015625 0.012695
train2,31_2057.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.865234 0.247559 0.015625 0.012695
